"player","mapsPlayed","impact","rating"
"zypztw",2,-0.00055335369214118,NA
"RETO",2,-0.000554319870772352,NA
"Gux",1,-0.000554866927952657,NA
"INX",1,-0.00055502740941553,NA
"VIPPEER",1,-0.000558144737523468,NA
"jakem",2,-0.000559439029716686,NA
"cello",2,-0.000559756716860431,NA
"7oX1C",4,-0.000559924201176525,NA
"THRONE",8,-0.000564711661833607,NA
"ozzy",3,-0.000565597184738075,NA
"Liki",1,-0.000566949050072979,NA
"Gratisfaction",325,-0.000568195437674276,1
"lsnow",3,-0.000568198182080484,NA
"Akino",2,-0.000570642716090945,NA
"SeokE",5,-0.000571332537701841,NA
"natu",6,-0.000572334290633406,NA
"kamaz1k",1,-0.000574577392448799,NA
"reiko",6,-0.000576546133975845,NA
"r1d3r",1,-0.000576876261719337,NA
"knarf",2,-0.000577559457046727,NA
"YooNgHwe1",2,-0.000579897745652061,NA
"micalis",2,-0.000581125719550276,NA
"zeph",5,-0.000581222933788781,NA
"S3NSEY",10,-0.000581843235104867,NA
"BUBBIS",2,-0.000582116988183304,NA
"vanilla",3,-0.000586289576846856,NA
"meztal",1,-0.000586541310640716,NA
"FoDa",2,-0.000587018763237663,NA
"numb",1,-0.000590188692797584,NA
"Jinx",5,-0.000592508568427506,NA
"threeman",3,-0.000593278904276777,NA
"r1nkle",4,-0.000593918230113278,NA
"fr3nd",2,-0.00059430704528762,NA
"elo",3,-0.000594937255588723,NA
"squidi",2,-0.000598472211247049,NA
"Chub",2,-0.000598819023443114,NA
"Vladimus",2,-0.000601249391992162,NA
"plyfa",2,-0.00060267440492987,NA
"dejavux",3,-0.00060404940376412,NA
"SYSTEM",2,-0.000607956778227285,NA
"knc1",4,-0.000608985107811932,NA
"Cabbi",3,-0.000609083642084486,NA
"lato",1,-0.000611937371254801,NA
"MyeHvz",2,-0.000616624875273596,NA
"SARANOSTRA",5,-0.000617309793481221,NA
"jayy",1,-0.000617680608885005,NA
"hate",1,-0.000619769524234046,NA
"whitegurlwasted",3,-0.000619818890220951,NA
"ragga",1,-0.000619899654436825,NA
"fredi",5,-0.00062214123690298,NA
"AudDzh",1,-0.00062561165628148,NA
"NikoHeiseN",1,-0.000626835313035771,NA
"Burt^",2,-0.000630410856123859,NA
"bRAiNiAC",2,-0.000631143905811468,NA
"ak-nY",2,-0.000631619761167217,NA
"Basso",12,-0.000632689864987282,NA
"Master",1,-0.000634854223861487,NA
"Inseaniac",2,-0.00063833182573581,NA
"KmZ",2,-0.000639873176361284,NA
"ye9",2,-0.000639893580452653,NA
"SpAwNns",2,-0.000640291375500539,NA
"propleh",12,-0.000640985900209335,NA
"ROBBY1",2,-0.000642865859367452,NA
"cookie",1,-0.000642913780478067,NA
"Westmelon",3,-0.000644289831290068,NA
"maNkz",49,-0.000645752327418501,1.12
"Chewie",2,-0.00065022819329482,NA
"adamS",3,-0.000650596002420741,NA
"AaroN",4,-0.00065154496764173,NA
"Kano",2,-0.000653214012410262,NA
"sAncEpt",2,-0.000653303492506777,NA
"feddan",4,-0.000656930648345877,NA
"keeyto",2,-0.000658287422882174,NA
"flex0r",1,-0.000660081477396583,NA
"lyNNN",4,-0.000661305431647908,NA
"emins",1,-0.000661656499616144,NA
"ReacTioNNN",2,-0.000662390237518065,NA
"shadow",8,-0.00066286952642725,NA
"Limpone",4,-0.000664837640368035,NA
"dead",6,-0.00066531655747604,0.78
"chuch",2,-0.000667077673833167,NA
"crank",2,-0.000667623289768794,NA
"VeXXCoN",1,-0.000667761617824959,NA
"nyte",1,-0.000672006886397887,NA
"tamir",5,-0.00067422209035851,NA
"mezii",131,-0.000674430272863974,1.06
"Kre1N",2,-0.000674706905381002,NA
"Ericip",3,-0.00067529262143473,NA
"Brite",2,-0.000676700690107347,NA
"Styff",2,-0.000677304771315167,NA
"fission",1,-0.000677914799364414,NA
"miko",3,-0.000678808967505795,NA
"Twinx",3,-0.000679371312132053,NA
"Blytz",1,-0.000682690961826585,NA
"Peggyyyyy",2,-0.000682974897747138,NA
"ChrisMaQ",3,-0.00068331430572725,NA
"amtV",2,-0.000684162434931487,NA
"Sa7",4,-0.000695354212751139,NA
"bastien",2,-0.000695649804984726,NA
"kenzyy",1,-0.00069932961625858,NA
"Tesquo",1,-0.000701991914841389,NA
"Fessor",12,-0.000704956926530446,NA
"CrimZM",1,-0.000705201279558559,NA
"BaWaN",1,-0.000707420237100691,NA
"StyroN",2,-0.000709095374198574,NA
"Koro",2,-0.000710187350311626,NA
"Europha",3,-0.0007104447202929,NA
"insaniac",1,-0.000710622586094068,NA
"Twiksar",3,-0.000715815299565555,NA
"glowiing",23,-0.000716301301472518,NA
"nATSU",1,-0.000717815997576787,NA
"Biggie",1,-0.000718641169867951,NA
"Wierd_1k",2,-0.00071890545061569,NA
"krimA",1,-0.000719993852753162,NA
"zape",4,-0.000720027051668547,NA
"Qulon",2,-0.000720098344736369,NA
"Abyss",1,-0.000720699807655961,NA
"osku",2,-0.000722099628356526,NA
"NikoM",9,-0.000723844247220979,NA
"regali",4,-0.000724434126222426,0.88
"Kntz",3,-0.000725626861407082,NA
"CooL",2,-0.000728545908077264,NA
"torzsi",13,-0.000728605966158336,NA
"9makasi",1,-0.00072862416382162,NA
"Simon",1,-0.00072945324491019,NA
"mizoo",1,-0.000730359214609356,NA
"LuL4",6,-0.000730656394279541,NA
"quiver",2,-0.000730733487627183,NA
"HyPe",7,-0.000731657563046137,NA
"Faris",4,-0.000731831082967398,NA
"KILLDREAM",13,-0.000732216875783629,NA
"FreeZe",2,-0.000732390574104283,NA
"lesswill",2,-0.000734010106651327,NA
"wanr0",2,-0.000735094931074062,NA
"dubT",2,-0.000737308202165947,NA
"nEiLZiNHo",3,-0.000737562486651616,NA
"j0der",1,-0.000738386921892807,NA
"tifa",3,-0.000738659621183964,NA
"uQlutzavr",2,-0.000742663847977528,NA
"FONZEN",2,-0.000742676586479123,NA
"NOtA",2,-0.000742955224397108,NA
"kwezz",9,-0.000744141950060393,0.81
"REAL",1,-0.000751693017886647,NA
"tensai",4,-0.00075307282863865,NA
"lainNy",2,-0.000753170789418482,NA
"cype",3,-0.000754066881241608,NA
"cannonchow",2,-0.00075704599485956,NA
"Tusi",4,-0.000758382953022175,NA
"REAL1ZE",2,-0.000758449489379496,NA
"vek",2,-0.000760650209493718,NA
"tutehen",8,-0.000761767861284815,NA
"katovsky",1,-0.000761961669273634,NA
"torr",1,-0.000762288562476289,NA
"Rutk0",2,-0.000763246053542315,NA
"zander",2,-0.000763533368142272,NA
"Pechyn",3,-0.000765176287079702,NA
"impsta",4,-0.000765249049155779,NA
"hiqa1",2,-0.000766101272557775,NA
"felippe",1,-0.000766232463987224,NA
"HenkkyG",3,-0.000766869158889698,NA
"krumpze",1,-0.000772087758112066,NA
"ichibaNNN",16,-0.000772269846849702,NA
"whocares",1,-0.000773849625153947,NA
"LaNrefNi",1,-0.000774503451480346,NA
"far",2,-0.000776484674521257,NA
"saV",2,-0.000776498940511897,NA
"mOE",5,-0.000780558278860892,NA
"neiiXzz",3,-0.000782299054878796,NA
"XataR",1,-0.000782379811407664,NA
"Questionmark",2,-0.000784335861020864,NA
"raoz",2,-0.000785739558194084,NA
"C0M",2,-0.000789073808168903,NA
"starix",15,-0.000792439234059512,0.87
"mOkEn",4,-0.000799202529148496,NA
"Starry",3,-0.000799230001998842,NA
"DeKa",2,-0.000800988130324996,NA
"RoSeY",1,-0.000805490129617095,NA
"BeaKie",2,-0.0008064369758709,NA
"TaM",1,-0.00080695628320571,NA
"D0cC",9,-0.000807113348065654,NA
"dupreeh",1186,-0.000807374979837969,1.11
"1uke",9,-0.000812763986138247,1.32
"ronne",2,-0.000814181422676639,NA
"Foga",1,-0.000816678974999018,NA
"mickey",1,-0.000818929874406731,NA
"zur1s",2,-0.00082590037705671,NA
"ferg",2,-0.000827541067700379,NA
"Jmoments",2,-0.000827922082630438,NA
"mhN1",3,-0.000828432245946187,NA
"kanarito",3,-0.000831466212530876,NA
"prosus",4,-0.000831791932461148,NA
"hiffer",3,-0.000832583363653907,NA
"SEBU",3,-0.000832630483468711,NA
"MAC-1",2,-0.000832982848315479,NA
"ECOKING",2,-0.000834164278402285,NA
"omniscient",1,-0.000835565468409702,NA
"BLACKEAGLE",2,-0.000835990476665851,NA
"crackii",2,-0.000836132046008208,NA
"FalKen",1,-0.000840887987148941,NA
"reD",2,-0.000841320611674744,NA
"Blogg1s",3,-0.000842490269815207,NA
"Xoma",4,-0.000843441253293263,NA
"Kaga",2,-0.000844506209731216,NA
"BREEZY",1,-0.00084702008627764,NA
"xReal",1,-0.000847778649095552,NA
"cau",2,-0.000848981086532082,NA
"Danzji",1,-0.000850049202911483,NA
"EmilShe1n",2,-0.000852586717669621,NA
"bld",2,-0.000852795935413056,NA
"ViztA",5,-0.000853478931536723,NA
"wAKKa",1,-0.000853732632153145,NA
"JOKER",1,-0.000858207147184735,NA
"NathanD",2,-0.000860432708669791,NA
"s0m",119,-0.0008611347124464,0.97
"wjw",2,-0.000861286285106163,NA
"revel",2,-0.000862152265954093,NA
"sany",2,-0.000863301780653035,NA
"my",7,-0.000865141004412107,NA
"faydett",2,-0.000867417694315285,NA
"emilz",2,-0.00086850481740718,NA
"captainMo",333,-0.000868887010872304,0.9
"Blacc",1,-0.00087399371264887,NA
"XFZ",2,-0.000874604067838858,NA
"enix",1,-0.000875655614150584,NA
"Xaisty",3,-0.000876567789635929,NA
"PANIX",5,-0.000877439098321404,NA
"miKnutty",2,-0.000877486018996971,NA
"Maden",280,-0.000879298402298986,1.06
"Chuti",3,-0.000879673796832374,NA
"mnL",2,-0.000885359555896597,NA
"LoWkii",7,-0.000885424406528137,NA
"jet-",3,-0.000887300572381548,NA
"Botrik",3,-0.000889768925267121,NA
"dj_hanski",2,-0.000890167452964644,NA
"Archiello",1,-0.000892160656295584,NA
"Dementor",2,-0.000892722615156597,NA
"w0nderful",4,-0.000897401446644436,NA
"splawik",4,-0.00089740771109785,NA
"cxzi",17,-0.000898175920020392,0.93
"Sirza",1,-0.000899242911711852,NA
"MistFire",2,-0.000900909697517611,NA
"focs",2,-0.000901264782171147,NA
"eaZy",2,-0.00090160131523292,NA
"gut0",2,-0.000904788198920063,NA
"capseN",4,-0.00090720436240391,NA
"conz",1,-0.000907537502664114,NA
"Bibu",2,-0.00090811876770197,NA
"BiggyGreen",2,-0.000910768982235068,NA
"luko",3,-0.0009133514093034,NA
"FIOURN",8,-0.000914251371662378,NA
"DANK1NG",5,-0.000916777152560867,NA
"MCK",2,-0.000917135195753978,NA
"acl",5,-0.000917322299497794,NA
"Sync",2,-0.000918702799200874,NA
"coolio",7,-0.000920472294437264,NA
"gas",2,-0.000922096913420857,NA
"malle",4,-0.000923940609083954,NA
"mango",1,-0.000927395682547192,NA
"Ayeon",4,-0.000928570918662924,NA
"ckay",3,-0.000935997365482971,NA
"Brimo",2,-0.000937751337895297,NA
"And1k",1,-0.000940690994359873,NA
"foxz",3,-0.000942694630170103,NA
"void",3,-0.00094365563752006,NA
"luosrevo",3,-0.000952749931794274,NA
"woxic",664,-0.000953582000035203,1.13
"aslak",1,-0.00095402449150385,NA
"kanii",1,-0.000956507671677382,NA
"joel",2,-0.000956762126840108,NA
"flomaster",2,-0.00095839161278694,NA
"ckf",2,-0.00095857664586847,NA
"mimi",2,-0.00096389343504351,NA
"ritchiEE",7,-0.000966334069959607,NA
"RMN",5,-0.000967694013542458,NA
"bron",2,-0.00096843670803803,NA
"n0ru1es",1,-0.00097258225256543,NA
"jimmy_tw",3,-0.000972705782164176,NA
"SkyShark",2,-0.000975190610195741,NA
"pIrate",2,-0.00097523996276877,NA
"martiNwk",2,-0.000978887397052394,NA
"dukka",2,-0.000979777053471119,NA
"roden",2,-0.000980002553935142,NA
"PwN",1,-0.000982359445736926,NA
"lUMBERJACK",2,-0.000987947049113498,NA
"Fighter",2,-0.000989868917985506,NA
"k0nfig",1123,-0.000990713404455817,1.1
"Llamas",2,-0.000996674594964474,NA
"russ",7,-0.000996951749090433,NA
"biLi",2,-0.000997173569039107,NA
"scorpionMM",2,-0.000998733998661982,NA
"KarriBob",3,-0.000999562861943804,NA
"birdfromsky",33,-0.000999801207781066,1.1
"ta1a",2,-0.00100120469764387,NA
"JumpOlot",1,-0.00100191473724931,NA
"AFFICHKO",2,-0.00100232885799755,NA
"berg",3,-0.00100237287844199,NA
"D0NEKO",4,-0.00100283668926546,NA
"nkl",156,-0.00100493076300529,0.86
"BOROS",16,-0.00100542921665858,NA
"NexFox",3,-0.00100764699525725,NA
"guishorro",4,-0.00100770627362142,NA
"RandomRambo",3,-0.00100875759937754,NA
"PewPewPig",2,-0.00100974239378512,NA
"Noobster",2,-0.00101080545395725,NA
"chawzyyy",4,-0.00101252225452956,NA
"weaNd",2,-0.00101259330203808,NA
"Calyx",424,-0.00102132093119939,1.1
"dipparn",6,-0.00102148581723816,NA
"DuDe",9,-0.00102356607666562,NA
"spellfull",14,-0.00102614911367773,NA
"Tomato",1,-0.00102774168454329,NA
"magi",5,-0.00103198071851481,NA
"EMYOR",6,-0.00103264603395279,NA
"pbf1",2,-0.00103314675889296,NA
"Templ",4,-0.00103326511566375,NA
"Rich",1,-0.00103616189203061,NA
"Cryveng",2,-0.00103657003292107,NA
"WolfY",28,-0.00103661027141123,1.09
"disk0",3,-0.00103868141652808,NA
"ROCKA",14,-0.00103913326559527,NA
"sYnceD",2,-0.00103919809235081,NA
"maxie",1,-0.00104070152075913,NA
"makkeP",2,-0.00104173273510149,NA
"Stingrayz",1,-0.00104174797273469,NA
"asYLum",3,-0.00104222637252728,NA
"MITSARAS",2,-0.00104235102128563,NA
"oBo",227,-0.00104505139760957,1.04
"dobbo",1,-0.00104597396982282,NA
"TorPe",3,-0.0010460143880811,NA
"bitchiR",5,-0.00104720843485545,NA
"juice",1,-0.00104741927536977,NA
"sam_A",2,-0.00105207415706874,NA
"Darkkis",2,-0.0010524220441822,NA
"saNid",1,-0.00105676104270529,NA
"DuckyPanic",3,-0.00105692519842665,NA
"chucky",6,-0.00105735447510541,NA
"ExperiencE",1,-0.00106278926548292,NA
"KCR",2,-0.00106596248609211,NA
"Jay",1,-0.00106667043081587,NA
"repo",76,-0.00106961784765869,0.95
"novel",1,-0.00107175527375185,NA
"Hung",3,-0.00107278912978764,NA
"fender",2,-0.00107341523376769,NA
"UnicorN",4,-0.00107925081159088,NA
"bodyaN",3,-0.00107946072218784,NA
"Minus",1,-0.00108268367483928,NA
"SpeezyX9",2,-0.00108313695794421,NA
"SKYTTEN",6,-0.00108422358619485,NA
"J3nsyy",2,-0.00108539678260846,NA
"lim",2,-0.00108553108275445,NA
"notaN",10,-0.00109273900980355,0.8
"Potei",1,-0.00109483921769455,NA
"THREAT",11,-0.00109724966566438,0.73
"lauNX",3,-0.00109738915851548,NA
"LYNXi",5,-0.0010975138126326,NA
"nettik",4,-0.00109875069044638,NA
"kobruh",8,-0.00109883028843344,NA
"BORKUM",3,-0.00110058030878438,NA
"allu",828,-0.00110224332181226,1.06
"FrostayK",7,-0.0011041376046324,NA
"tudsoN",21,-0.00110612126722484,NA
"Adam9130",1,-0.00111036928562867,NA
"dfen",4,-0.0011115091031502,NA
"holzt",6,-0.0011137934538522,NA
"buue",5,-0.00111830266569805,NA
"emilio",3,-0.00111887070902428,1.08
"nuga",1,-0.00112034299591634,NA
"z4kr",3,-0.00112051379896481,NA
"brnz4n",10,-0.0011219492956783,NA
"Ciocardau",2,-0.00112545827525223,NA
"andrEX",4,-0.00112934780863553,NA
"Netz0N",1,-0.00112956957024157,NA
"yzn",5,-0.00112995062438305,NA
"MisteM",2,-0.00113033262422141,NA
"Click-",2,-0.00113127016166659,NA
"mhL",40,-0.0011353796009956,NA
"who",2,-0.00113581678945563,NA
"JeXeN",4,-0.001139780863606,NA
"kapacho",4,-0.00114037402500761,NA
"aidKiT",2,-0.0011412891227242,NA
"PEX",2,-0.00114129892329526,NA
"AKE",2,-0.0011415413117377,NA
"peet",5,-0.00114243216876992,NA
"Matvey",1,-0.00114524356362611,NA
"NpK",6,-0.00114566120526012,NA
"vLad1r0x",4,-0.00114637027264895,NA
"dan1",2,-0.00114679849590861,NA
"OKOLICIOUZ",15,-0.00114777702783267,NA
"Jmp",2,-0.00114861179938336,NA
"missharvey",2,-0.00115173254544551,NA
"Tomkeejs",4,-0.00115224658189741,NA
"Senpai102k",2,-0.00115628106310101,NA
"MoeycQ",5,-0.00115760152230207,NA
"Stevie",6,-0.00115777695982325,NA
"WHitE",2,-0.00115850730463956,NA
"LyGHT",6,-0.00116001219642622,NA
"SPAMMER",2,-0.00116046807949046,NA
"KuckerZ",2,-0.00116451149263393,NA
"awwe",2,-0.00116495278190153,NA
"Foolz",3,-0.00116544461140726,NA
"Fox",3,-0.00116811600342496,NA
"ace",1,-0.00117430432544034,NA
"viltrex",3,-0.00117784199107516,NA
"oW^",3,-0.001178588335253,NA
"hRRR",2,-0.00117995913521301,NA
"mou",673,-0.00118567687188377,1.05
"kstyle",1,-0.00118679964283569,NA
"summit",6,-0.00118771587594022,NA
"MonttY",25,-0.00118882216779039,NA
"Leaf",5,-0.00118888586514918,NA
"Shipta",2,-0.00119002145804588,NA
"flying",6,-0.00119183889851131,NA
"kiR",5,-0.00119287924174322,NA
"aune",6,-0.00119690806290741,NA
"Lifedance",2,-0.00119738267143475,NA
"v1c",2,-0.00119766277196681,NA
"zAAz",3,-0.00119944969538675,NA
"tor1towOw",2,-0.0012010464478642,NA
"PREET",4,-0.00120480123092266,NA
"mattcd",5,-0.00120555085386503,NA
"Bernard",3,-0.00120805404915336,NA
"slajden",3,-0.00120858546996206,NA
"JAEGARN",2,-0.00120869936862572,NA
"TOR",6,-0.00120932074267771,NA
"RiVAL",2,-0.00120947911544835,NA
"tomi",6,-0.00121091224996703,NA
"Jialocin",3,-0.00121093025139629,NA
"tabz",25,-0.00121308746462354,NA
"corv",2,-0.00121689326908349,NA
"J1rah",10,-0.00121753595214908,NA
"Crityourface",3,-0.00121874134562706,NA
"BoY",11,-0.00122000683611033,NA
"Monster",10,-0.00122165400324405,NA
"michi",5,-0.00122574766423864,NA
"sperr",6,-0.00122696099341838,NA
"tex",3,-0.00123037218499802,NA
"c4Lypso",1,-0.00123249083534635,NA
"Avirity",3,-0.00123571065567427,NA
"joey-f4-",3,-0.00123726850316171,NA
"Jelo",2,-0.00124100128438371,NA
"sinnopsyy",37,-0.0012447806911666,NA
"NBLiTY",2,-0.00124478357190034,NA
"smartshi",3,-0.00124576750293087,NA
"stYleEeZ",2,-0.00124792246959772,NA
"Turismo",4,-0.0012487793743458,NA
"badger",2,-0.00124896047298152,NA
"ultra",1,-0.00124986960187863,NA
"Meddo",5,-0.00125214810726336,NA
"n0tice",4,-0.00125335039968067,NA
"rommi",6,-0.00125470918340464,NA
"z8z",4,-0.00125712626404985,NA
"tabu",4,-0.00126695481929941,NA
"fisher",2,-0.00126917752294417,NA
"KaiR0N-",2,-0.00127353423218612,0.6
"clax",9,-0.00127555745483389,NA
"Remind",1,-0.00127640343173716,NA
"Airax",5,-0.00127720239482087,NA
"Kyojin",104,-0.00127870523895432,0.92
"Krewmer",8,-0.00127910480865309,NA
"EMENK",5,-0.00128328442537516,NA
"hydra",3,-0.00128391456713066,NA
"STOVVE",2,-0.00128430225871622,NA
"klaudia",2,-0.00128845165838476,NA
"potter",1,-0.00128953529611479,NA
"Papichulo",3,-0.00129135433673677,NA
"Laski",3,-0.00129284790750893,NA
"Teal",2,-0.00129379926476159,NA
"TunGY",2,-0.00129513515199931,NA
"xall",4,-0.00130146838292947,NA
"nems",1,-0.00130283263327544,NA
"Attacker",273,-0.0013037015070533,0.9
"Elfern",2,-0.00130802134884451,NA
"cutlazz",2,-0.00131403235431592,NA
"FpSSS",4,-0.00131569653385369,NA
"Hiback",2,-0.00132084384635321,NA
"fed9",3,-0.0013263843444198,NA
"Domsterr",7,-0.00132711879275083,NA
"JazzPimp",2,-0.00132814573723235,NA
"tweiss",2,-0.00132950948559419,NA
"zks",4,-0.00132973520128193,NA
"vEz",4,-0.00133988638496625,NA
"Wolffe",4,-0.00134118735883835,NA
"KuF",2,-0.00134246928509453,NA
"br0",2,-0.00134414360835382,NA
"rigoN",33,-0.00134687420139748,NA
"nJ",6,-0.00134849748588742,NA
"magixx",379,-0.00135162001410989,0.99
"relife",2,-0.00135542125887355,NA
"miksu",2,-0.00136024419094161,NA
"Shabby",1,-0.00136163265059931,NA
"SENER1",16,-0.00136536885022862,NA
"alex_",7,-0.00136716682039904,NA
"eva",3,-0.0013723205255578,NA
"ruffian",4,-0.00137548285559025,NA
"st^",6,-0.00137632855063816,NA
"shhhack",5,-0.00138034665914719,NA
"chrisJ",1109,-0.00138132654229441,1
"emode",4,-0.00138286939489541,NA
"Valiance",9,-0.0013873346699723,NA
"franSerA",1,-0.00138790903732933,NA
"n0swal",4,-0.00138824965627204,NA
"f0lM3r",2,-0.0013900529943571,NA
"Munk",2,-0.00139021183655264,NA
"Console",28,-0.00139151599639247,1.05
"Aerial",520,-0.00139374650704188,1
"Buster",2,-0.00139471816452968,NA
"m1kkis",2,-0.00140167754436772,NA
"DREAM",4,-0.00140168983112262,NA
"Drea3er",9,-0.00140487458593438,NA
"limp",10,-0.00140785409498858,NA
"Dav",2,-0.00140844771070907,NA
"Keiti",7,-0.00140997714729509,NA
"Atikas",3,-0.00141007137037608,NA
"OverR",2,-0.00141406336246323,NA
"sfX",2,-0.00141531105143186,NA
"L0NER",2,-0.00141890937552254,NA
"Subbey",3,-0.00142035149029547,NA
"Rita",6,-0.00142406424817829,NA
"Choco",2,-0.00142438809594647,NA
"dvl",2,-0.00142530750891615,NA
"ad3m",2,-0.0014266210752811,NA
"expro",9,-0.00142843407707434,NA
"xajdish",9,-0.00142848482181729,NA
"Menace",5,-0.00142868183916128,NA
"XANATOS",2,-0.00143170152219564,NA
"s0mmer",2,-0.00143189391356938,NA
"conoR",4,-0.00143324962870733,NA
"natsu",2,-0.00143583614925896,NA
"cENTRYZ",7,-0.00143614819081186,NA
"cheK",4,-0.00143623096683004,NA
"henza",2,-0.00143649048032445,NA
"fierCeY",4,-0.00143708557430016,NA
"kyxsan",2,-0.00143937469192876,NA
"medusa",1,-0.00143992898937259,NA
"Petra",3,-0.00144279633436876,NA
"Gn",3,-0.00145434243055224,NA
"Reita",6,-0.00145553346864684,NA
"5TRYK#R",4,-0.00145731787142215,NA
"ONLY",3,-0.00146296180842336,NA
"LTN",2,-0.00146466996864305,NA
"HOLMES",7,-0.00146895001541701,NA
"PROV",4,-0.00147053418483421,NA
"syken",14,-0.00147520670740374,NA
"Prompt",2,-0.00147525390219277,NA
"GRAMPZ",4,-0.00147555403229636,NA
"ReX",2,-0.00147577129222483,NA
"Banteng",2,-0.00148843909667444,NA
"Pase52",1,-0.0014893457023654,NA
"Ematics",2,-0.00149074070400433,NA
"ELOSSA",6,-0.00149358843091268,NA
"GEOHYPE",2,-0.00149484499167778,NA
"NiNLeX",2,-0.00149551354728533,NA
"bq",4,-0.00150159882039485,NA
"xikii",2,-0.00150224634526893,NA
"fekkegudN",6,-0.00150446252432013,0.6
"kr4sylya",3,-0.00150639071088659,NA
"Gaborik",1,-0.00150740888244159,NA
"melonhead",2,-0.00150995371878171,NA
"n0ize",4,-0.00151014004487537,NA
"rabbit",2,-0.00151059763873105,NA
"dj_skullfuck",2,-0.00151685499666337,NA
"P4TriCK",7,-0.00151721544472726,NA
"delboNi",5,-0.00151904653406775,NA
"f0rest",885,-0.00152075823715229,1.08
"am0",4,-0.00152365357028435,NA
"Boo",2,-0.00152433111202659,NA
"Sideny",4,-0.00152544025808935,NA
"FUSiON",2,-0.00153367493932839,NA
"Manty",3,-0.00153483772088659,NA
"Wolfy",3,-0.00153556736167743,NA
"SP1NT",3,-0.00153658756571382,NA
